trial_type,trial_index,time_elapsed,internal_node_id,subject,condition,condition_vector,success,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,images,cur_target,cur_target_image,cur_target_type,round_type,set,test_audio,choice,chosen_image,choices,chosen_images,chosen_items,chosen_audio_items,first_choice_location,chosen_images_in_order,chosen_audio_in_order,chosen_items_in_order,sample_num,chosen_index,chosen_audio,central_images
coact-test,119,647528,0.0-119.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,872888.584,,,"[""stims/images/tiger.png"",""stims/images/tarsier.png"",""stims/images/lynx.png"",""stims/images/raccoon.png"",""stims/images/sloth.png"",""stims/images/elephant.png"",""stims/images/dolphin.png"",""stims/images/nyala.png""]",sloth,stims/images/sloth.png,somewhat unfamiliar,posttest,1,stims/audio/find_sloth.wav,4,stims/images/sloth.png,,,,,,,,,,,,
coact-test-prompt,120,648995,0.0-120.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1465,,,"[""stims/images/zebra.png"",""stims/images/cormorant.png"",""stims/images/echidna.png"",""stims/images/porcupine.png"",""stims/images/hippopotamus.png"",""stims/images/aardvark.png"",""stims/images/pig.png"",""stims/images/antelope.png""]",zebra,stims/images/zebra.png,familiar,posttest,2,,,,,,,,,,,,,,,
coact-test,121,654964,0.0-121.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,880316.4,,,"[""stims/images/zebra.png"",""stims/images/cormorant.png"",""stims/images/echidna.png"",""stims/images/porcupine.png"",""stims/images/hippopotamus.png"",""stims/images/aardvark.png"",""stims/images/pig.png"",""stims/images/antelope.png""]",zebra,stims/images/zebra.png,familiar,posttest,2,stims/audio/wheres_zebra.wav,0,stims/images/zebra.png,,,,,,,,,,,,
coact-test-prompt,122,656566,0.0-122.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1602,,,"[""stims/images/porcupine.png"",""stims/images/antelope.png"",""stims/images/pig.png"",""stims/images/aardvark.png"",""stims/images/hippopotamus.png"",""stims/images/zebra.png"",""stims/images/cormorant.png"",""stims/images/echidna.png""]",cormorant,stims/images/cormorant.png,unfamiliar,posttest,2,,,,,,,,,,,,,,,
coact-test,123,661592,0.0-123.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,886938.8293,,,"[""stims/images/porcupine.png"",""stims/images/antelope.png"",""stims/images/pig.png"",""stims/images/aardvark.png"",""stims/images/hippopotamus.png"",""stims/images/zebra.png"",""stims/images/cormorant.png"",""stims/images/echidna.png""]",cormorant,stims/images/cormorant.png,unfamiliar,posttest,2,stims/audio/wheres_cormorant.wav,7,stims/images/echidna.png,,,,,,,,,,,,
html-button-response,124,661851,0.0-124.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,258,,0,,,,,,,,,,,,,,,,,,,,,
coact-test-prompt,125,744932,0.0-125.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,83084,,,"[""stims/images/squirrel.png"",""stims/images/cat.png"",""stims/images/horse.png"",""stims/images/wolf.png"",""stims/images/duck.png"",""stims/images/frog.png"",""stims/images/cow.png"",""stims/images/butterfly.png""]",wolf,stims/images/wolf.png,familiar,practice_pretest,familiar,,,,,,,,,,,,,,,
coact-test,126,748882,0.0-126.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,974143.4613,,,"[""stims/images/squirrel.png"",""stims/images/cat.png"",""stims/images/horse.png"",""stims/images/wolf.png"",""stims/images/duck.png"",""stims/images/frog.png"",""stims/images/cow.png"",""stims/images/butterfly.png""]",wolf,stims/images/wolf.png,familiar,practice_pretest,familiar,stims/audio/find_wolf.wav,3,stims/images/wolf.png,,,,,,,,,,,,
coact-test-prompt,127,750844,0.0-127.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1961,,,"[""stims/images/rabbit.png"",""stims/images/jaguar.png"",""stims/images/pangolin.png"",""stims/images/turtle.png"",""stims/images/lobster.png"",""stims/images/wombat.png"",""stims/images/chameleon.png"",""stims/images/armadillo.png""]",armadillo,stims/images/armadillo.png,somewhat unfamiliar,pretest,3,,,,,,,,,,,,,,,
coact-test,128,754913,0.0-128.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,980169.5493,,,"[""stims/images/rabbit.png"",""stims/images/jaguar.png"",""stims/images/pangolin.png"",""stims/images/turtle.png"",""stims/images/lobster.png"",""stims/images/wombat.png"",""stims/images/chameleon.png"",""stims/images/armadillo.png""]",armadillo,stims/images/armadillo.png,somewhat unfamiliar,pretest,3,stims/audio/find_armadillo.wav,6,stims/images/chameleon.png,,,,,,,,,,,,
coact-test-prompt,129,756264,0.0-129.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1350,,,"[""stims/images/jaguar.png"",""stims/images/turtle.png"",""stims/images/lobster.png"",""stims/images/chameleon.png"",""stims/images/rabbit.png"",""stims/images/pangolin.png"",""stims/images/wombat.png"",""stims/images/armadillo.png""]",lobster,stims/images/lobster.png,somewhat familiar,pretest,3,,,,,,,,,,,,,,,
coact-test,130,764786,0.0-130.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,990037.1307,,,"[""stims/images/jaguar.png"",""stims/images/turtle.png"",""stims/images/lobster.png"",""stims/images/chameleon.png"",""stims/images/rabbit.png"",""stims/images/pangolin.png"",""stims/images/wombat.png"",""stims/images/armadillo.png""]",lobster,stims/images/lobster.png,somewhat familiar,pretest,3,stims/audio/wheres_lobster.wav,1,stims/images/turtle.png,,,,,,,,,,,,
coact-test-prompt,131,764994,0.0-131.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,206,,,"[""stims/images/armadillo.png"",""stims/images/rabbit.png"",""stims/images/turtle.png"",""stims/images/chameleon.png"",""stims/images/jaguar.png"",""stims/images/lobster.png"",""stims/images/wombat.png"",""stims/images/pangolin.png""]",jaguar,stims/images/jaguar.png,somewhat familiar,pretest,3,,,,,,,,,,,,,,,
coact-test,132,770404,0.0-132.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,995646.4,,,"[""stims/images/armadillo.png"",""stims/images/rabbit.png"",""stims/images/turtle.png"",""stims/images/chameleon.png"",""stims/images/jaguar.png"",""stims/images/lobster.png"",""stims/images/wombat.png"",""stims/images/pangolin.png""]",jaguar,stims/images/jaguar.png,somewhat familiar,pretest,3,stims/audio/wheres_jaguar.wav,4,stims/images/jaguar.png,,,,,,,,,,,,
coact-test-prompt,133,771437,0.0-133.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1031,,,"[""stims/images/lobster.png"",""stims/images/pangolin.png"",""stims/images/armadillo.png"",""stims/images/chameleon.png"",""stims/images/turtle.png"",""stims/images/wombat.png"",""stims/images/rabbit.png"",""stims/images/jaguar.png""]",chameleon,stims/images/chameleon.png,somewhat unfamiliar,pretest,3,,,,,,,,,,,,,,,
coact-test,134,775558,0.0-134.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1000795.957,,,"[""stims/images/lobster.png"",""stims/images/pangolin.png"",""stims/images/armadillo.png"",""stims/images/chameleon.png"",""stims/images/turtle.png"",""stims/images/wombat.png"",""stims/images/rabbit.png"",""stims/images/jaguar.png""]",chameleon,stims/images/chameleon.png,somewhat unfamiliar,pretest,3,stims/audio/wheres_chameleon.wav,3,stims/images/chameleon.png,,,,,,,,,,,,
coact-test-prompt,135,776251,0.0-135.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,691,,,"[""stims/images/tapir.png"",""stims/images/bear.png"",""stims/images/koala.png"",""stims/images/narwhal.png"",""stims/images/manatee.png"",""stims/images/dog.png"",""stims/images/alpaca.png"",""stims/images/flamingo.png""]",flamingo,stims/images/flamingo.png,somewhat familiar,pretest,4,,,,,,,,,,,,,,,
coact-test,136,780119,0.0-136.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1005352.144,,,"[""stims/images/tapir.png"",""stims/images/bear.png"",""stims/images/koala.png"",""stims/images/narwhal.png"",""stims/images/manatee.png"",""stims/images/dog.png"",""stims/images/alpaca.png"",""stims/images/flamingo.png""]",flamingo,stims/images/flamingo.png,somewhat familiar,pretest,4,stims/audio/find_flamingo.wav,7,stims/images/flamingo.png,,,,,,,,,,,,
coact-test-prompt,137,782613,0.0-137.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,2493,,,"[""stims/images/alpaca.png"",""stims/images/dog.png"",""stims/images/flamingo.png"",""stims/images/tapir.png"",""stims/images/narwhal.png"",""stims/images/manatee.png"",""stims/images/koala.png"",""stims/images/bear.png""]",bear,stims/images/bear.png,familiar,pretest,4,,,,,,,,,,,,,,,
coact-test,138,786282,0.0-138.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1011507.781,,,"[""stims/images/alpaca.png"",""stims/images/dog.png"",""stims/images/flamingo.png"",""stims/images/tapir.png"",""stims/images/narwhal.png"",""stims/images/manatee.png"",""stims/images/koala.png"",""stims/images/bear.png""]",bear,stims/images/bear.png,familiar,pretest,4,stims/audio/find_bear.wav,7,stims/images/bear.png,,,,,,,,,,,,
coact-test-prompt,139,787708,0.0-139.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1425,,,"[""stims/images/turtle.png"",""stims/images/lobster.png"",""stims/images/pangolin.png"",""stims/images/rabbit.png"",""stims/images/wombat.png"",""stims/images/jaguar.png"",""stims/images/armadillo.png"",""stims/images/chameleon.png""]",wombat,stims/images/wombat.png,unfamiliar,pretest,3,,,,,,,,,,,,,,,
coact-test,140,798161,0.0-140.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1023382.685,,,"[""stims/images/turtle.png"",""stims/images/lobster.png"",""stims/images/pangolin.png"",""stims/images/rabbit.png"",""stims/images/wombat.png"",""stims/images/jaguar.png"",""stims/images/armadillo.png"",""stims/images/chameleon.png""]",wombat,stims/images/wombat.png,unfamiliar,pretest,3,stims/audio/wheres_wombat.wav,6,stims/images/armadillo.png,,,,,,,,,,,,
coact-test-prompt,141,798580,0.0-141.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,418,,,"[""stims/images/koala.png"",""stims/images/bear.png"",""stims/images/tapir.png"",""stims/images/narwhal.png"",""stims/images/dog.png"",""stims/images/flamingo.png"",""stims/images/alpaca.png"",""stims/images/manatee.png""]",koala,stims/images/koala.png,somewhat familiar,pretest,4,,,,,,,,,,,,,,,
coact-test,142,802174,0.0-142.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1027383.819,,,"[""stims/images/koala.png"",""stims/images/bear.png"",""stims/images/tapir.png"",""stims/images/narwhal.png"",""stims/images/dog.png"",""stims/images/flamingo.png"",""stims/images/alpaca.png"",""stims/images/manatee.png""]",koala,stims/images/koala.png,somewhat familiar,pretest,4,stims/audio/wheres_koala.wav,0,stims/images/koala.png,,,,,,,,,,,,
coact-test-prompt,143,803233,0.0-143.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1058,,,"[""stims/images/lobster.png"",""stims/images/rabbit.png"",""stims/images/wombat.png"",""stims/images/chameleon.png"",""stims/images/armadillo.png"",""stims/images/jaguar.png"",""stims/images/pangolin.png"",""stims/images/turtle.png""]",turtle,stims/images/turtle.png,familiar,pretest,3,,,,,,,,,,,,,,,
coact-test,144,806734,0.0-144.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1031941.16,,,"[""stims/images/lobster.png"",""stims/images/rabbit.png"",""stims/images/wombat.png"",""stims/images/chameleon.png"",""stims/images/armadillo.png"",""stims/images/jaguar.png"",""stims/images/pangolin.png"",""stims/images/turtle.png""]",turtle,stims/images/turtle.png,familiar,pretest,3,stims/audio/find_turtle.wav,7,stims/images/turtle.png,,,,,,,,,,,,
coact-test-prompt,145,807450,0.0-145.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,715,,,"[""stims/images/koala.png"",""stims/images/manatee.png"",""stims/images/dog.png"",""stims/images/bear.png"",""stims/images/tapir.png"",""stims/images/alpaca.png"",""stims/images/narwhal.png"",""stims/images/flamingo.png""]",tapir,stims/images/tapir.png,unfamiliar,pretest,4,,,,,,,,,,,,,,,
coact-test,146,811994,0.0-146.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1037195.944,,,"[""stims/images/koala.png"",""stims/images/manatee.png"",""stims/images/dog.png"",""stims/images/bear.png"",""stims/images/tapir.png"",""stims/images/alpaca.png"",""stims/images/narwhal.png"",""stims/images/flamingo.png""]",tapir,stims/images/tapir.png,unfamiliar,pretest,4,stims/audio/wheres_tapir.wav,6,stims/images/narwhal.png,,,,,,,,,,,,
coact-test-prompt,147,813445,0.0-147.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1449,,,"[""stims/images/koala.png"",""stims/images/manatee.png"",""stims/images/alpaca.png"",""stims/images/dog.png"",""stims/images/tapir.png"",""stims/images/bear.png"",""stims/images/flamingo.png"",""stims/images/narwhal.png""]",alpaca,stims/images/alpaca.png,somewhat unfamiliar,pretest,4,,,,,,,,,,,,,,,
coact-test,148,817855,0.0-148.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1043050.949,,,"[""stims/images/koala.png"",""stims/images/manatee.png"",""stims/images/alpaca.png"",""stims/images/dog.png"",""stims/images/tapir.png"",""stims/images/bear.png"",""stims/images/flamingo.png"",""stims/images/narwhal.png""]",alpaca,stims/images/alpaca.png,somewhat unfamiliar,pretest,4,stims/audio/wheres_alpaca.wav,4,stims/images/tapir.png,,,,,,,,,,,,
coact-test-prompt,149,818000,0.0-149.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,144,,,"[""stims/images/narwhal.png"",""stims/images/dog.png"",""stims/images/bear.png"",""stims/images/tapir.png"",""stims/images/flamingo.png"",""stims/images/manatee.png"",""stims/images/alpaca.png"",""stims/images/koala.png""]",dog,stims/images/dog.png,familiar,pretest,4,,,,,,,,,,,,,,,
coact-test,150,822294,0.0-150.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1047487.397,,,"[""stims/images/narwhal.png"",""stims/images/dog.png"",""stims/images/bear.png"",""stims/images/tapir.png"",""stims/images/flamingo.png"",""stims/images/manatee.png"",""stims/images/alpaca.png"",""stims/images/koala.png""]",dog,stims/images/dog.png,familiar,pretest,4,stims/audio/find_dog.wav,1,stims/images/dog.png,,,,,,,,,,,,
coact-test-prompt,151,823057,0.0-151.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,761,,,"[""stims/images/turtle.png"",""stims/images/wombat.png"",""stims/images/chameleon.png"",""stims/images/lobster.png"",""stims/images/rabbit.png"",""stims/images/armadillo.png"",""stims/images/pangolin.png"",""stims/images/jaguar.png""]",pangolin,stims/images/pangolin.png,unfamiliar,pretest,3,,,,,,,,,,,,,,,
coact-test,152,826838,0.0-152.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1052026.339,,,"[""stims/images/turtle.png"",""stims/images/wombat.png"",""stims/images/chameleon.png"",""stims/images/lobster.png"",""stims/images/rabbit.png"",""stims/images/armadillo.png"",""stims/images/pangolin.png"",""stims/images/jaguar.png""]",pangolin,stims/images/pangolin.png,unfamiliar,pretest,3,stims/audio/find_pangolin.wav,6,stims/images/pangolin.png,,,,,,,,,,,,
coact-test-prompt,153,827205,0.0-153.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,366,,,"[""stims/images/manatee.png"",""stims/images/alpaca.png"",""stims/images/koala.png"",""stims/images/flamingo.png"",""stims/images/bear.png"",""stims/images/tapir.png"",""stims/images/narwhal.png"",""stims/images/dog.png""]",narwhal,stims/images/narwhal.png,unfamiliar,pretest,4,,,,,,,,,,,,,,,
coact-test,154,837061,0.0-154.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1062244.192,,,"[""stims/images/manatee.png"",""stims/images/alpaca.png"",""stims/images/koala.png"",""stims/images/flamingo.png"",""stims/images/bear.png"",""stims/images/tapir.png"",""stims/images/narwhal.png"",""stims/images/dog.png""]",narwhal,stims/images/narwhal.png,unfamiliar,pretest,4,stims/audio/wheres_narwhal.wav,0,stims/images/manatee.png,,,,,,,,,,,,
coact-test-prompt,155,837661,0.0-155.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,599,,,"[""stims/images/pangolin.png"",""stims/images/rabbit.png"",""stims/images/chameleon.png"",""stims/images/armadillo.png"",""stims/images/wombat.png"",""stims/images/turtle.png"",""stims/images/jaguar.png"",""stims/images/lobster.png""]",rabbit,stims/images/rabbit.png,familiar,pretest,3,,,,,,,,,,,,,,,
coact-test,156,841505,0.0-156.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1066678.736,,,"[""stims/images/pangolin.png"",""stims/images/rabbit.png"",""stims/images/chameleon.png"",""stims/images/armadillo.png"",""stims/images/wombat.png"",""stims/images/turtle.png"",""stims/images/jaguar.png"",""stims/images/lobster.png""]",rabbit,stims/images/rabbit.png,familiar,pretest,3,stims/audio/find_rabbit.wav,1,stims/images/rabbit.png,,,,,,,,,,,,
coact-test-prompt,157,842705,0.0-157.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1199,,,"[""stims/images/alpaca.png"",""stims/images/tapir.png"",""stims/images/koala.png"",""stims/images/narwhal.png"",""stims/images/manatee.png"",""stims/images/flamingo.png"",""stims/images/dog.png"",""stims/images/bear.png""]",manatee,stims/images/manatee.png,somewhat unfamiliar,pretest,4,,,,,,,,,,,,,,,
coact-test,158,858240,0.0-158.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1083409.688,,,"[""stims/images/alpaca.png"",""stims/images/tapir.png"",""stims/images/koala.png"",""stims/images/narwhal.png"",""stims/images/manatee.png"",""stims/images/flamingo.png"",""stims/images/dog.png"",""stims/images/bear.png""]",manatee,stims/images/manatee.png,somewhat unfamiliar,pretest,4,stims/audio/find_manatee.wav,3,stims/images/narwhal.png,,,,,,,,,,,,
html-button-response,159,883549,0.0-159.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,25309,,0,,,,,,,,,,,,,,,,,,,,,
coact-grid,160,891381,0.0-160.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,6524,,,"[""stims/images/chameleon.png"",""stims/images/armadillo.png"",""stims/images/lobster.png"",""stims/images/jaguar.png"",""stims/images/rabbit.png"",""stims/images/wombat.png"",""stims/images/turtle.png"",""stims/images/pangolin.png""]",,,,,3,,,,"[1,6]","[""stims/images/armadillo.png"",""stims/images/turtle.png""]","[""armadillo"",""turtle""]","[""stims/audio/its_armadillo.wav"",""stims/audio/its_turtle.wav""]",right,"[""stims/images/turtle.png"",""stims/images/armadillo.png""]","[""stims/audio/its_turtle.wav"",""stims/audio/its_armadillo.wav""]","[""turtle"",""armadillo""]",0,,,
coact-grid-choice,161,896049,0.0-161.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,4667,,,"[""stims/images/chameleon.png"",""stims/images/armadillo.png"",""stims/images/lobster.png"",""stims/images/jaguar.png"",""stims/images/rabbit.png"",""stims/images/wombat.png"",""stims/images/turtle.png"",""stims/images/pangolin.png""]",,,,,3,,,stims/images/turtle.png,,,,,right,"[""stims/images/turtle.png"",""stims/images/armadillo.png""]","[""stims/audio/its_turtle.wav"",""stims/audio/its_armadillo.wav""]","[""turtle"",""armadillo""]",0,1,stims/audio/its_armadillo.wav,"[""stims/images/armadillo.png"",""stims/images/turtle.png""]"
coact-grid-choice-audio,162,899057,0.0-162.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,3000,,,,,,,,3,,,stims/images/turtle.png,,,,,right,,,,0,,stims/audio/its_armadillo.wav,
coact-grid,163,903054,0.0-163.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,2689,,,"[""stims/images/pangolin.png"",""stims/images/turtle.png"",""stims/images/jaguar.png"",""stims/images/wombat.png"",""stims/images/chameleon.png"",""stims/images/rabbit.png"",""stims/images/lobster.png"",""stims/images/armadillo.png""]",,,,,3,,,,"[0,2]","[""stims/images/pangolin.png"",""stims/images/jaguar.png""]","[""pangolin"",""jaguar""]","[""stims/audio/its_pangolin.wav"",""stims/audio/its_jaguar.wav""]",left,"[""stims/images/pangolin.png"",""stims/images/jaguar.png""]","[""stims/audio/its_pangolin.wav"",""stims/audio/its_jaguar.wav""]","[""pangolin"",""jaguar""]",1,,,
coact-grid-choice,164,906089,0.0-164.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,3034,,,"[""stims/images/pangolin.png"",""stims/images/turtle.png"",""stims/images/jaguar.png"",""stims/images/wombat.png"",""stims/images/chameleon.png"",""stims/images/rabbit.png"",""stims/images/lobster.png"",""stims/images/armadillo.png""]",,,,,3,,,stims/images/jaguar.png,,,,,left,"[""stims/images/pangolin.png"",""stims/images/jaguar.png""]","[""stims/audio/its_pangolin.wav"",""stims/audio/its_jaguar.wav""]","[""pangolin"",""jaguar""]",1,1,stims/audio/its_jaguar.wav,"[""stims/images/pangolin.png"",""stims/images/jaguar.png""]"
coact-grid-choice-audio,165,909102,0.0-165.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,3000,,,,,,,,3,,,stims/images/jaguar.png,,,,,left,,,,1,,stims/audio/its_jaguar.wav,
coact-grid,166,912693,0.0-166.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,2286,,,"[""stims/images/jaguar.png"",""stims/images/chameleon.png"",""stims/images/armadillo.png"",""stims/images/wombat.png"",""stims/images/rabbit.png"",""stims/images/pangolin.png"",""stims/images/turtle.png"",""stims/images/lobster.png""]",,,,,3,,,,"[7,0]","[""stims/images/lobster.png"",""stims/images/jaguar.png""]","[""lobster"",""jaguar""]","[""stims/audio/thats_lobster.wav"",""stims/audio/thats_jaguar.wav""]",left,"[""stims/images/lobster.png"",""stims/images/jaguar.png""]","[""stims/audio/thats_lobster.wav"",""stims/audio/thats_jaguar.wav""]","[""lobster"",""jaguar""]",2,,,
coact-grid-choice,167,916077,0.0-167.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,3383,,,"[""stims/images/jaguar.png"",""stims/images/chameleon.png"",""stims/images/armadillo.png"",""stims/images/wombat.png"",""stims/images/rabbit.png"",""stims/images/pangolin.png"",""stims/images/turtle.png"",""stims/images/lobster.png""]",,,,,3,,,stims/images/lobster.png,,,,,left,"[""stims/images/lobster.png"",""stims/images/jaguar.png""]","[""stims/audio/thats_lobster.wav"",""stims/audio/thats_jaguar.wav""]","[""lobster"",""jaguar""]",2,0,stims/audio/thats_lobster.wav,"[""stims/images/lobster.png"",""stims/images/jaguar.png""]"
coact-grid-choice-audio,168,919086,0.0-168.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,3003,,,,,,,,3,,,stims/images/lobster.png,,,,,left,,,,2,,stims/audio/thats_lobster.wav,
coact-grid,169,922587,0.0-169.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,2196,,,"[""stims/images/lobster.png"",""stims/images/turtle.png"",""stims/images/rabbit.png"",""stims/images/chameleon.png"",""stims/images/pangolin.png"",""stims/images/jaguar.png"",""stims/images/wombat.png"",""stims/images/armadillo.png""]",,,,,3,,,,"[1,3]","[""stims/images/turtle.png"",""stims/images/chameleon.png""]","[""turtle"",""chameleon""]","[""stims/audio/its_turtle.wav"",""stims/audio/its_chameleon.wav""]",left,"[""stims/images/turtle.png"",""stims/images/chameleon.png""]","[""stims/audio/its_turtle.wav"",""stims/audio/its_chameleon.wav""]","[""turtle"",""chameleon""]",3,,,
coact-grid-choice,170,926634,0.0-170.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,4045,,,"[""stims/images/lobster.png"",""stims/images/turtle.png"",""stims/images/rabbit.png"",""stims/images/chameleon.png"",""stims/images/pangolin.png"",""stims/images/jaguar.png"",""stims/images/wombat.png"",""stims/images/armadillo.png""]",,,,,3,,,stims/images/chameleon.png,,,,,left,"[""stims/images/turtle.png"",""stims/images/chameleon.png""]","[""stims/audio/its_turtle.wav"",""stims/audio/its_chameleon.wav""]","[""turtle"",""chameleon""]",3,1,stims/audio/its_chameleon.wav,"[""stims/images/turtle.png"",""stims/images/chameleon.png""]"
coact-grid-choice-audio,171,929641,0.0-171.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,3000,,,,,,,,3,,,stims/images/chameleon.png,,,,,left,,,,3,,stims/audio/its_chameleon.wav,
coact-grid,172,933078,0.0-172.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,2130,,,"[""stims/images/lobster.png"",""stims/images/jaguar.png"",""stims/images/armadillo.png"",""stims/images/pangolin.png"",""stims/images/wombat.png"",""stims/images/chameleon.png"",""stims/images/turtle.png"",""stims/images/rabbit.png""]",,,,,3,,,,"[5,7]","[""stims/images/chameleon.png"",""stims/images/rabbit.png""]","[""chameleon"",""rabbit""]","[""stims/audio/thats_chameleon.wav"",""stims/audio/thats_rabbit.wav""]",right,"[""stims/images/rabbit.png"",""stims/images/chameleon.png""]","[""stims/audio/thats_rabbit.wav"",""stims/audio/thats_chameleon.wav""]","[""rabbit"",""chameleon""]",4,,,
coact-grid-choice,173,935689,0.0-173.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,2609,,,"[""stims/images/lobster.png"",""stims/images/jaguar.png"",""stims/images/armadillo.png"",""stims/images/pangolin.png"",""stims/images/wombat.png"",""stims/images/chameleon.png"",""stims/images/turtle.png"",""stims/images/rabbit.png""]",,,,,3,,,stims/images/chameleon.png,,,,,right,"[""stims/images/rabbit.png"",""stims/images/chameleon.png""]","[""stims/audio/thats_rabbit.wav"",""stims/audio/thats_chameleon.wav""]","[""rabbit"",""chameleon""]",4,0,stims/audio/thats_rabbit.wav,"[""stims/images/chameleon.png"",""stims/images/rabbit.png""]"
coact-grid-choice-audio,174,938697,0.0-174.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,3000,,,,,,,,3,,,stims/images/chameleon.png,,,,,right,,,,4,,stims/audio/thats_rabbit.wav,
coact-grid,175,942357,0.0-175.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,2354,,,"[""stims/images/wombat.png"",""stims/images/pangolin.png"",""stims/images/chameleon.png"",""stims/images/turtle.png"",""stims/images/rabbit.png"",""stims/images/jaguar.png"",""stims/images/armadillo.png"",""stims/images/lobster.png""]",,,,,3,,,,"[0,6]","[""stims/images/wombat.png"",""stims/images/armadillo.png""]","[""wombat"",""armadillo""]","[""stims/audio/thats_wombat.wav"",""stims/audio/thats_armadillo.wav""]",right,"[""stims/images/armadillo.png"",""stims/images/wombat.png""]","[""stims/audio/thats_armadillo.wav"",""stims/audio/thats_wombat.wav""]","[""armadillo"",""wombat""]",5,,,
coact-grid-choice,176,946612,0.0-176.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,4253,,,"[""stims/images/wombat.png"",""stims/images/pangolin.png"",""stims/images/chameleon.png"",""stims/images/turtle.png"",""stims/images/rabbit.png"",""stims/images/jaguar.png"",""stims/images/armadillo.png"",""stims/images/lobster.png""]",,,,,3,,,stims/images/armadillo.png,,,,,right,"[""stims/images/armadillo.png"",""stims/images/wombat.png""]","[""stims/audio/thats_armadillo.wav"",""stims/audio/thats_wombat.wav""]","[""armadillo"",""wombat""]",5,1,stims/audio/thats_wombat.wav,"[""stims/images/wombat.png"",""stims/images/armadillo.png""]"
coact-grid-choice-audio,177,949620,0.0-177.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,3000,,,,,,,,3,,,stims/images/armadillo.png,,,,,right,,,,5,,stims/audio/thats_wombat.wav,
html-button-response,178,959739,0.0-178.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,10118,,0,,,,,,,,,,,,,,,,,,,,,
