StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,study,subject_id,age,gender,l1,l1_percent,languages_additional,race_1,race_2,race_3,race_4,race_5,race_6,race_7,race_8,race_7_TEXT,dev_concerns,dev_concerns_details,education,education_8_TEXT,education_10_TEXT,country_origin,income
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Please enter the study name (e.g., CoAct):",Please enter the participant ID:,How old is your child? (in years),What is your child's gender?,What is your child's first/ primary language(s)?,What percent of the time does your child hear their first / primary language(s)?,Please list any other language(s) your child hears on a regular basis.,"What is your child’s race or origin? Please check one or more boxes, AND note any specific race(s) or origin(s). - Selected Choice - White","What is your child’s race or origin? Please check one or more boxes, AND note any specific race(s) or origin(s). - Selected Choice - Black or African American","What is your child’s race or origin? Please check one or more boxes, AND note any specific race(s) or origin(s). - Selected Choice - Hispanic or Latino","What is your child’s race or origin? Please check one or more boxes, AND note any specific race(s) or origin(s). - Selected Choice - American Indian or Alaska Native","What is your child’s race or origin? Please check one or more boxes, AND note any specific race(s) or origin(s). - Selected Choice - Asian","What is your child’s race or origin? Please check one or more boxes, AND note any specific race(s) or origin(s). - Selected Choice - Native Hawaiian or Other Pacific Islander","What is your child’s race or origin? Please check one or more boxes, AND note any specific race(s) or origin(s). - Selected Choice - Some other race or origin (please specify)","What is your child’s race or origin? Please check one or more boxes, AND note any specific race(s) or origin(s). - Selected Choice - Prefer not to answer","What is your child’s race or origin? Please check one or more boxes, AND note any specific race(s) or origin(s). - Some other race or origin (please specify) - Text",Do you have any concerns about your child’s development?,"If you do have any concerns about your child's development, please explain:",What is your current level of education? - Selected Choice,What is your current level of education? - Other professional degree - please specify: - Text,What is your current level of education? - Other - please specify - Text,"In what country were you born? If your child has another parent or guardian, please also indicate where that person was born.",Which of the following best describes your total household income last year?
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID2_TEXT""}","{""ImportId"":""QID1_TEXT""}","{""ImportId"":""QID4_TEXT""}","{""ImportId"":""QID5_TEXT""}","{""ImportId"":""QID6_TEXT""}","{""ImportId"":""QID7_TEXT""}","{""ImportId"":""QID8_TEXT""}","{""ImportId"":""QID9"",""choiceId"":""1""}","{""ImportId"":""QID9"",""choiceId"":""2""}","{""ImportId"":""QID9"",""choiceId"":""3""}","{""ImportId"":""QID9"",""choiceId"":""4""}","{""ImportId"":""QID9"",""choiceId"":""5""}","{""ImportId"":""QID9"",""choiceId"":""6""}","{""ImportId"":""QID9"",""choiceId"":""7""}","{""ImportId"":""QID9"",""choiceId"":""8""}","{""ImportId"":""QID9_7_TEXT""}","{""ImportId"":""QID10""}","{""ImportId"":""QID11_TEXT""}","{""ImportId"":""QID12""}","{""ImportId"":""QID12_8_TEXT""}","{""ImportId"":""QID12_10_TEXT""}","{""ImportId"":""QID13_TEXT""}","{""ImportId"":""QID14""}"
2023-03-03 14:56:36,2023-03-03 14:57:34,IP Address,*******,100,57,True,2023-03-03 14:57:34,R_1dpndRPEghQNIeb,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct,p064,3,Male,English,99,Chinese,White,,,,,,,,,No,,Not applicable/ unknown,,,United states,"$50,000 to $99,999"
2023-03-03 16:24:41,2023-03-03 16:26:09,IP Address,*******,100,88,True,2023-03-03 16:26:10,R_3kmO6i3hriLF9w2,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct,p065,3,F,"English ",98,,,,,,,,,Prefer not to answer,,No,,Doctoral degree,,,"India, US","$200,000 or more"
2023-03-06 11:28:02,2023-03-06 11:30:23,IP Address,*******,100,141,True,2023-03-06 11:30:25,R_1g0cNoJUJ4ql75x,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct,p066,5,Female,"English ","100 percent ",,White,,,,,,,,,No,,Master's degree,,,US,"$200,000 or more"
2023-03-06 15:41:47,2023-03-06 15:43:46,IP Address,*******,100,118,True,2023-03-06 15:43:46,R_3KIQpmthKRPPiM9,*******,*******,*******,*******,*******,*******,anonymous,EN,coAct,p067,5,F,"English ",45,Chinese,White,,,,,,,,,No,,Master's degree,,,USA,"$200,000 or more"
2023-03-06 15:46:09,2023-03-06 15:47:43,IP Address,*******,100,93,True,2023-03-06 15:47:43,R_Wk5ok6ay4FTmmat,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct(revised for p0067),p067,5,F,"English ",60,Chinese,White,,,,,,,,,No,,Master's degree,,,USA,"$200,000 or more"
2023-03-07 08:51:24,2023-03-07 08:52:31,IP Address,*******,100,67,True,2023-03-07 08:52:31,R_1Ehyk5ZjpnXwa67,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct,p068,3,Male,English,100,None,White,,,,,,,,,No,,Master's degree,,,Usa,"$200,000 or more"
2023-03-07 13:54:37,2023-03-07 13:56:15,IP Address,*******,100,97,True,2023-03-07 13:56:15,R_1gCp6Bom6DRqKSd,*******,*******,*******,*******,*******,*******,anonymous,EN,coAct,p069,5,Male,English,100,None,White,,,,,,,,,No,,Not applicable/ unknown,,,"USA ","$200,000 or more"
2023-03-08 14:50:38,2023-03-08 14:52:19,IP Address,*******,100,101,True,2023-03-08 14:52:20,R_2fqzA6wchs5qDtw,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct,p070,5,Female,"English ",80%,"Spanish ",White,,Hispanic or Latino,,,,,,,No,,Master's degree,,,"USA ","$200,000 or more"
2023-03-09 08:17:17,2023-03-09 08:18:41,IP Address,*******,100,83,True,2023-03-09 08:18:41,R_WweiuAjeiHnKYyR,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct,p071,5,Male,English,100%,"None on a regular basis ",White,,,,,,,,,No,,Some college/ university,,,"USA ","$100,000 to $149,999"
2023-03-09 10:25:52,2023-03-09 10:27:47,IP Address,*******,100,114,True,2023-03-09 10:27:47,R_2SrhKklLGKkLoMH,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct,p072,5,Male,"English ",100%,"None ",White,,,,,,,,,No,,High school,,,"USA ","$50,000 to $99,999"
2023-03-10 09:00:17,2023-03-10 09:02:32,IP Address,*******,100,134,True,2023-03-10 09:02:33,R_2y16bj1o9IfzLH2,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct,p073,3,Girl,English,100,None,White,,,,Asian,,Some other race or origin (please specify),,Jewish,No,,Doctoral degree,,,Usa,"$100,000 to $149,999"
2023-03-10 15:26:54,2023-03-10 15:28:12,IP Address,*******,100,78,True,2023-03-10 15:28:13,R_10N1o5knoeoXoFi,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct,p074,5,Male,English,100%,N/A,White,,,,,,,,,No,,Master's degree,,,USA,"$150,000 to $199,999"
2023-03-13 12:17:28,2023-03-13 12:18:24,IP Address,*******,100,56,True,2023-03-13 12:18:25,R_3kuNyjskVUGewE7,*******,*******,*******,*******,*******,*******,anonymous,EN,coact,p075,5,Male,English,100%,None,White,,,,,,,,,No,,Master's degree,,,USA,"$50,000 to $99,999"
2023-03-14 09:12:11,2023-03-14 09:14:03,IP Address,*******,100,112,True,2023-03-14 09:14:05,R_2VyZhgm3M9BEU8R,*******,*******,*******,*******,*******,*******,anonymous,EN,Coact,P076,3,Male,English,100,,White,,,,,,,,,No,,Not applicable/ unknown,,,America,"$100,000 to $149,999"
2023-03-15 07:59:30,2023-03-15 08:01:56,IP Address,*******,100,146,True,2023-03-15 08:01:57,R_sYzcpRHBDQHfZn3,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct,p077,3,Female,"English ",97%,3% mandarin chinese,White,,,,Asian,,,,,No,,Other professional degree - please specify:,JD,,"USA, CHINA","$150,000 to $199,999"
2023-03-21 09:47:04,2023-03-21 09:48:24,IP Address,*******,100,79,True,2023-03-21 09:48:24,R_3eqJY9N6L0KZhvk,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct,p078,5,male,English,100%,,White,,,,,,,,,No,,Other - please specify,,PreK,USA,"$100,000 to $149,999"
2023-03-21 12:41:18,2023-03-21 12:43:27,IP Address,*******,100,129,True,2023-03-21 12:43:28,R_3JlvGPCR8ayyDhJ,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct,p079,3.5,Male,English,100%,0,White,,,,,,,,,Yes,Speech,Bachelor's degree,,,USA/ mom&dad,"$50,000 to $99,999"
2023-03-21 15:25:03,2023-03-21 15:26:41,IP Address,*******,100,98,True,2023-03-21 15:26:42,R_seawwNa1jr1BtCh,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct,p080,5,M,"English ",95%,Tagalog,,,,,Asian,,,,,No,,Elementary/ primary school,,,US,"$50,000 to $99,999"
2023-03-22 14:49:31,2023-03-22 14:51:48,IP Address,*******,100,137,True,2023-03-22 14:51:49,R_2cC77Gk9eIh8QOs,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct,p081,5,Boy,English,100%,,White,,,,,,,,,No,,Bachelor's degree,,,United States of America (both parents),"$200,000 or more"
2023-03-24 08:56:23,2023-03-24 08:58:24,IP Address,*******,100,121,True,2023-03-24 08:58:24,R_3duvDeHVKtYXbRT,*******,*******,*******,*******,*******,*******,anonymous,EN," CoAct",p082,3,"Male ","English ",100,"None ",White,,,,,,,,,No,,Master's degree,,,USA,"$100,000 to $149,999"
2023-03-24 13:10:32,2023-03-24 13:12:55,IP Address,*******,100,143,True,2023-03-24 13:12:55,R_1QtHM9BXHlW4lRv,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct,p083,5,Female,English,100,,White,,,,,,,,,No,,Bachelor's degree,,,USA,"$200,000 or more"
2023-03-30 15:04:28,2023-03-30 15:06:23,IP Address,*******,100,115,True,2023-03-30 15:06:23,R_ewVzz8HXkhQAh7b,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct,p084,4.5,Female,English,99,Spanish at times at daycare,White,,Hispanic or Latino,,,,,,,No,,Master's degree,,,United States of America,"$150,000 to $199,999"
2023-04-06 08:43:41,2023-04-06 08:45:21,IP Address,*******,100,99,True,2023-04-06 08:45:21,R_3I66WOMMFCKX2jC,*******,*******,*******,*******,*******,*******,anonymous,EN,coact,p085,3 (almost 4),Male,English,100%,,White,,,,,,,,,No,,Master's degree,,,United States,"$200,000 or more"
2023-04-07 07:46:26,2023-04-07 07:47:46,IP Address,*******,100,80,True,2023-04-07 07:47:46,R_1FEvJ7QfZdxXHHs,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct,p086,3,Male,"English ",100,None,White,,,,,,,,,No,,Bachelor's degree,,,USA,"$150,000 to $199,999"
2023-04-07 08:52:03,2023-04-07 08:53:10,IP Address,*******,100,67,True,2023-04-07 08:53:10,R_3qWiZMKfSQEf4wG,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct,p087,5,"Female ","English ",100,N/A,White,,,,,,,,,No,,Doctoral degree,,,"United States for both parents ","$200,000 or more"
2023-04-07 10:43:34,2023-04-07 10:45:49,IP Address,*******,100,135,True,2023-04-07 10:45:50,R_20Sz4yApjeNgBjH,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct,p088,3,Male,"English ",99%,,White,,Hispanic or Latino,,,,,,,No,,Master's degree,,,US,"$100,000 to $149,999"
2023-04-07 12:52:50,2023-04-07 12:54:55,IP Address,*******,100,125,True,2023-04-07 12:54:56,R_yrMOSAUGZ1PtZO9,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct,p089,4 years 10 months,Female,English,75,Spanish,White,,Hispanic or Latino,,,,,,,No,,Other - please specify,,Pre-K,USA- mother / Puerto Rico- father,"$150,000 to $199,999"
2023-04-07 14:15:50,2023-04-07 14:17:12,IP Address,*******,100,82,True,2023-04-07 14:17:13,R_WqWk6nASQyGwcVz,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct,p090,Almost 5.5,Female,English,90,Turkish,White,Black or African American,,,,,,,,No,,Doctoral degree,,,USA and Turkey,"$200,000 or more"
2023-04-10 09:33:55,2023-04-10 10:38:03,IP Address,*******,100,3847,True,2023-04-10 10:38:04,R_2SkQBlQuhvwoLgR,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct,p091,5,Male,English,100%,None,White,,,,,,,,,No,,Other - please specify,,Preschool,USA for both,"$100,000 to $149,999"
2023-04-12 14:27:45,2023-04-12 14:28:54,IP Address,*******,100,68,True,2023-04-12 14:28:54,R_1lrSuYpvizZNGde,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct,p092,4,Female,English,100,,White,Black or African American,Hispanic or Latino,,,,,,,No,,Bachelor's degree,,,"USA ","$150,000 to $199,999"
2023-04-13 08:47:26,2023-04-13 08:50:02,IP Address,*******,100,155,True,2023-04-13 08:50:03,R_1Gv2Ncfski6RbAt,*******,*******,*******,*******,*******,*******,anonymous,EN,coact,p093,3,Female,English,95+,,White,,Hispanic or Latino,,,,Some other race or origin (please specify),,Asian Indian,No,,Bachelor's degree,,,USA,"$50,000 to $99,999"
2023-04-13 11:44:01,2023-04-13 11:45:18,IP Address,*******,100,77,True,2023-04-13 11:45:18,R_1gk0PsK8H4pPjGR,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct,p094,4,"Female ","English ",100%,,White,,,,,,,,,No,,Bachelor's degree,,,"United States ","$100,000 to $149,999"
2023-04-17 11:17:22,2023-04-17 11:19:01,IP Address,*******,100,99,True,2023-04-17 11:19:02,R_1rxj5Y85ztEvMGI,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct,p095,"5 ",Male,English,98%,Japanese,White,,,,Asian,,,,,No,,Doctoral degree,,,Japan and USA,"$100,000 to $149,999"
2023-04-19 15:02:47,2023-04-19 15:07:38,IP Address,*******,100,290,True,2023-04-19 15:07:38,R_UmOQ3vfI1OpkwBr,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct,p097,3,female,English,100%,,White,,Hispanic or Latino,,,,,,,No,,Master's degree,,,USA,"$200,000 or more"
2023-04-25 08:05:03,2023-04-25 08:08:36,IP Address,*******,100,213,True,2023-04-25 08:08:37,R_7Peu7837oYQandf,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct,p099,3,Female,English,80,Hindi,,,,,Asian,,,,,No,,Master's degree,,,Canada and India,"$200,000 or more"
2023-04-18 11:49:26,2023-04-18 11:49:35,IP Address,*******,14,9,False,2023-04-25 11:50:53,R_V4KQGuuJlxijd8R,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct,p096,,,,,,,,,,,,,,,,,,,,,
2023-04-25 15:20:03,2023-04-25 15:21:29,IP Address,*******,100,85,True,2023-04-25 15:21:29,R_ApunC34YES1e1LX,*******,*******,*******,*******,*******,*******,anonymous,EN," coact",p100,4,Male,English,95%,Spanish,White,,,,Asian,,,,,No,,Doctoral degree,,,US,"$150,000 to $199,999"
2023-04-26 08:39:27,2023-04-26 08:42:02,IP Address,*******,100,154,True,2023-04-26 08:42:03,R_3NQkM7xkUY6gtNy,*******,*******,*******,*******,*******,*******,anonymous,EN,coact,p101,"5.9 ",Male,English,100%,None,White,,,,,,,,,No,Spencer has always been very active. He remained seated for a li tied time before wanting to explore,Other - please specify,,Prek,USA,"$200,000 or more"
2023-04-26 14:02:55,2023-04-26 14:04:38,IP Address,*******,100,103,True,2023-04-26 14:04:39,R_2EpdrsqMOg7lY9I,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct,p102,4,Male,English,100%,"Russian, Spanish",White,,,,Asian,,,,,No,,Master's degree,,,Mom-USA/Dad- Ukraine,"$200,000 or more"
2023-04-27 12:11:35,2023-04-27 12:19:52,IP Address,*******,100,497,True,2023-04-27 12:19:53,R_1gwkBY5dACd75NL,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct,p103,4,Male,"English ",99.9%,,White,,,,,,Some other race or origin (please specify),,"Italian,Scottish",Yes,He is doing speech therapy,Bachelor's degree,,,"US,  spouse was also born in the US","$200,000 or more"
2023-04-27 16:30:34,2023-04-27 16:31:49,IP Address,*******,100,74,True,2023-04-27 16:31:49,R_3stC9M4mjuK57gg,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct,p104,5,Male,English,100%,None,White,,,,,,,,,No,,Some college/ university,,,United States,"$50,000 to $99,999"
2023-04-28 09:26:23,2023-04-28 09:29:46,IP Address,*******,100,203,True,2023-04-28 09:29:47,R_1InHZ65HoRFcwRI,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct,p105,5,Male,"English ",100,,White,,,,,,,,,No,,Other professional degree - please specify:,Associates,,Usa,"$100,000 to $149,999"
2023-04-28 15:51:25,2023-04-28 15:54:10,IP Address,*******,100,165,True,2023-04-28 15:54:11,R_1qh2y57xulVEPRv,*******,*******,*******,*******,*******,*******,anonymous,EN,CoAct,p106,3,Female,English,95%,Sinhala (only some words and not that often),White,,,,,,Some other race or origin (please specify),,Sri Lankan,No,,Bachelor's degree,,,"USA ","$200,000 or more"
2023-05-01 09:01:03,2023-05-01 09:03:55,IP Address,*******,100,171,True,2023-05-01 09:03:56,R_2qqQapEKKLVkOGv,*******,*******,*******,*******,*******,*******,anonymous,EN,coAct,p107,4.5,Female,English,95%,Konkani,,,,,Asian,,,,,No,,Bachelor's degree,,,India- both parents.,"$200,000 or more"
2023-05-05 15:02:22,2023-05-05 15:03:52,IP Address,*******,100,90,True,2023-05-05 15:03:53,R_vf4YXx6vdWFiWNX,*******,*******,*******,*******,*******,*******,anonymous,EN,Coact,p108,"4 years 11 months ","Female ","English ",100%,,White,,,,,,,,,No,,Master's degree,,,USA,"$100,000 to $149,999"
2023-05-08 14:58:27,2023-05-08 14:59:21,IP Address,*******,100,53,True,2023-05-08 14:59:21,R_XgHXstbxL3AEbD3,*******,*******,*******,*******,*******,*******,anonymous,EN,Coact,p109,4,Female,English,100,,White,,,,,,,,,No,,Master's degree,,,USA,"$200,000 or more"
2023-05-12 08:59:44,2023-05-12 09:01:31,IP Address,*******,100,107,True,2023-05-12 09:01:33,R_263C10vPyKKP1YM,*******,*******,*******,*******,*******,*******,anonymous,EN,Coact,p110,3,"Female ","English ",100%,NA,White,,,,,,,,,No,,Bachelor's degree,,,Canada  and USA,"$100,000 to $149,999"
2023-05-16 07:52:21,2023-05-16 07:53:20,IP Address,*******,100,59,True,2023-05-16 07:53:21,R_w6SzjvVZFcEpihz,*******,*******,*******,*******,*******,*******,anonymous,EN,coact,p111,4,Male,English,100%,None,White,,,,,,,,,No,,Master's degree,,,USA,"$200,000 or more"
2023-05-19 15:01:46,2023-05-19 15:03:01,IP Address,*******,100,75,True,2023-05-19 15:03:02,R_1k0a6yHv91tb3jP,*******,*******,*******,*******,*******,*******,anonymous,EN,Coact,p112,5,Male,English,100%,N/A,White,,,,,,,,,No,,Bachelor's degree,,,USA,"$200,000 or more"
2023-06-13 15:13:45,2023-06-13 15:19:20,IP Address,*******,100,335,True,2023-06-13 15:19:21,R_agfzvTg4OA1LNBL,*******,*******,*******,*******,*******,*******,anonymous,EN,Coact,p113,3,Female,"English ",100%,Minimal spanish,White,,Hispanic or Latino,,,,,,,No,,Bachelor's degree,,,America,"$150,000 to $199,999"
2023-06-16 10:44:00,2023-06-16 10:45:25,IP Address,*******,100,85,True,2023-06-16 10:45:26,R_1IiJedVat0K1igJ,*******,*******,*******,*******,*******,*******,anonymous,EN,Coact,p114,5 years,Female,English,100,None,White,,,,,,,,,No,,Master's degree,,,"United States ","$150,000 to $199,999"
2023-06-16 10:45:42,2023-06-16 10:45:49,IP Address,*******,14,6,False,2023-06-23 10:45:51,R_2zIoeGcBUoIxzbw,*******,*******,*******,*******,*******,*******,anonymous,EN,"CoAct ",114,,,,,,,,,,,,,,,,,,,,,
2023-06-28 08:59:04,2023-06-28 09:00:22,IP Address,*******,100,77,True,2023-06-28 09:00:25,R_1DOREpbbCs8uLfZ,*******,*******,*******,*******,*******,*******,anonymous,EN,"CoAct ",P115,3,Female,English,100,,White,,,,,,,,,No,,Master's degree,,,"America, father was born in Ukraine ","$100,000 to $149,999"
2023-07-21 07:53:55,2023-07-21 08:16:36,IP Address,*******,100,1360,True,2023-07-21 08:16:37,R_2ayu250JktllbVx,*******,*******,*******,*******,*******,*******,anonymous,EN,Kitty-Act,p001,6,Female,English,English,,White,,,,,,,,,No,,Master's degree,,,America,"$100,000 to $149,999"
2023-07-26 13:21:14,2023-07-26 13:23:34,IP Address,*******,100,140,True,2023-07-26 13:23:35,R_2TzR5jsYAqfKeTP,*******,*******,*******,*******,*******,*******,anonymous,EN,Kitty-Act,p002,5,Female,English,98%,"Spanish (grandfather is Chilean and occasionally speaks in Spanish, we also sometimes read bilingual picture books)",White,,Hispanic or Latino,,,,,,,No,,Master's degree,,,USA (mom and dad),"$100,000 to $149,999"
2023-09-11 11:31:52,2023-09-11 11:34:57,IP Address,*******,100,185,True,2023-09-11 11:34:58,R_pfqWvA6sDgvIFax,*******,*******,*******,*******,*******,*******,anonymous,EN,Coact,p116,3,Male,English,100%,None,White,,,,,,,,,No,,Not applicable/ unknown,,,United States,"$100,000 to $149,999"
2023-10-12 12:24:57,2023-10-12 12:25:18,IP Address,*******,14,21,False,2023-10-19 12:25:19,R_1erhNmcenfScu9J,*******,*******,*******,*******,*******,*******,anonymous,EN,Bfp,Bfp 26,,,,,,,,,,,,,,,,,,,,,
2023-10-27 10:53:43,2023-10-27 12:02:43,IP Address,*******,100,4140,True,2023-10-27 12:02:44,R_3hnEOXCE42cRcIb,*******,*******,*******,*******,*******,*******,anonymous,EN,MB3,p111,9 months,,English,"70% ","Spanish ",White,,Hispanic or Latino,,,,,,,No,,Bachelor's degree,,,USA,"$50,000 to $99,999"
